success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6015,"13°19'31.8"" N","108°26'51.6"" E","13°19'22.1"" N","108°26'51.6"" E",77.61117553710938,0.5402843601895735,0.38969512828253283,0.12239967754642317,1.0,0.07898894154818326,0.14641288433382138,0.5693843601895734
True,6016,"13°19'32.7"" N","108°28'22.1"" E","13°18'50.9"" N","108°28'22.1"" E",76.75558471679688,0.5403100775193799,0.3164268830685586,0.14631437792439805,1.0,0.07751937984496124,0.14388489208633096,0.5699600775193798
True,6017,"13°19'33.6"" N","108°29'52.7"" E","13°18'18.9"" N","108°31'07.4"" E",75.46441650390625,0.5980612444761996,0.3355269144976393,0.2063351161266922,0.8859060402684564,0.2006079027355623,0.3271375464684015,0.4888668019501108
True,6018,"13°19'34.5"" N","108°31'23.2"" E","13°19'10.2"" N","108°32'02.1"" E",78.0374755859375,0.5563588076961256,0.26936534875269247,0.1472389111152191,0.23738872403560832,0.1556420233463035,0.18801410105757935,0.1978688420517
True,6019,"13°19'35.3"" N","108°32'53.7"" E","13°18'50.7"" N","108°33'06.7"" E",75.89584350585938,0.569080581711793,0.4544742429767782,0.15642260989034884,0.3958333333333333,0.14430379746835442,0.21150278293135433,0.3038858174310762
True,6020,"13°19'36.2"" N","108°34'24.2"" E","13°18'50.6"" N","108°34'24.2"" E",75.03195190429688,0.5637755102040817,0.3602653188068668,0.15539656706157184,0.0,0.0,0.0,0.5808755102040816
True,6021,"13°19'37.1"" N","108°35'54.8"" E","13°19'33.2"" N","108°36'38.6"" E",74.16378784179688,0.5794621026894866,0.355994358290512,0.17738675679087415,1.0,0.15647921760391198,0.27061310782241016,0.5966621026894865
True,6022,"13°19'37.9"" N","108°37'25.3"" E","13°19'37.9"" N","108°39'01.0"" E",73.72811889648438,0.5688311688311688,0.24763497270125964,0.2073030913816324,1.0,0.13506493506493505,0.23798627002288328,0.5854311688311689
True,6023,"13°19'38.8"" N","108°38'55.8"" E","13°19'38.8"" N","108°39'01.8"" E",73.72811889648438,0.55,0.17284897375319488,0.2591639500189506,1.0,0.09803921568627451,0.17857142857142855,0.5729500000000001
True,6024,"13°19'39.6"" N","108°40'26.4"" E","13°19'39.6"" N","108°41'57.1"" E",72.85348510742188,0.6295385550490399,0.08380295645058194,0.2836400198428981,0.6476683937823834,0.2631578947368421,0.374251497005988,0.4948163869539806
